Screen_Time_Total,Social_Media_Time,Study_Time_In_Screen,Gaming_Time_Total,Sleep_Time,Study_Time_Offline,Outdoor_Time,Attendance_Percentage,Assignments_Per_Week,Backlogs,Notifications,Games_Installed,GPA,Lecture_Hours,Late_Night_SM,Active_Passive_Ratio,Gender,Residence,Part_Time_Job,Residence_Score,Stress_Level,Mental_Health_Rating,Productivity_Index
6.93,0.24,0.21,5.56,6.07,3.57,3.62,90.53,1,1,116,4,7.43,4.17,1.36,0.63,1,Home,1,1.0,6.42,2.91,3.22
3.38,1.01,1.33,1.03,6.49,2.4,1.92,69.83,2,1,195,3,6.7,7.5,1.38,0.45,1,Hostel,0,0.8,6.25,3.0,2.73
6.79,2.93,1.48,2.38,6.43,1.09,2.82,85.64,1,1,100,2,10.0,8.0,1.3,0.53,1,Hostel,0,0.8,7.56,2.31,2.21
6.07,1.14,2.9,0.0,8.02,2.68,0.63,71.89,2,1,156,2,7.29,5.87,0.87,0.32,1,Home,0,1.0,4.58,2.91,3.31
5.15,0.0,0.25,4.05,6.48,2.1,2.58,85.1,1,0,104,4,8.36,4.81,0.91,0.09,1,Hostel,1,0.8,3.95,3.94,2.63
9.66,2.65,1.55,2.95,6.98,2.25,2.41,68.74,2,1,161,2,5.35,8.0,0.0,0.56,0,PG,0,0.6,7.34,1.22,2.25
4.32,2.3,2.02,0.0,6.35,1.59,3.4,81.75,2,1,96,4,10.0,5.21,0.68,0.42,1,Home,0,1.0,6.07,3.64,2.83
9.1,2.5,1.85,0.0,6.81,2.92,2.85,75.82,2,0,95,3,6.83,5.69,0.85,0.48,0,PG,0,0.6,4.86,2.66,2.79
9.64,3.8,2.43,0.37,5.53,2.65,3.4,80.81,2,0,46,4,8.67,2.25,0.0,0.43,0,Hostel,0,0.8,6.04,2.3,2.91
10.21,1.4,3.5,2.16,7.04,2.45,3.43,79.93,3,0,109,3,7.09,6.09,0.96,0.49,1,Hostel,0,0.8,7.19,1.67,3.5
4.73,1.28,1.45,2.01,8.23,5.14,0.98,77.69,2,1,85,2,7.97,8.0,1.0,0.19,0,Hostel,1,0.8,5.61,2.97,4.04
7.72,1.1,3.8,1.72,7.38,3.54,3.28,70.32,2,1,129,2,8.12,6.72,0.94,0.06,0,Home,0,1.0,6.92,2.56,3.81
6.45,3.09,0.0,3.36,6.73,1.38,3.16,61.3,2,1,109,3,9.29,5.87,1.66,0.59,1,Hostel,0,0.8,7.17,2.45,1.3
5.98,2.22,1.77,1.55,7.25,1.92,1.61,69.27,2,0,131,2,7.37,8.0,1.02,0.48,0,Home,1,1.0,6.25,2.61,2.27
5.88,3.27,1.77,0.84,6.1,3.4,1.27,98.57,1,3,163,2,7.19,6.53,0.83,0.33,1,Home,0,1.0,8.79,1.4,3.8
5.56,1.66,2.55,0.54,6.82,3.06,2.12,83.44,2,0,54,1,8.21,6.74,1.26,0.0,1,Hostel,0,0.8,5.48,3.51,3.57
8.22,4.69,2.84,0.69,8.47,1.35,1.09,46.17,2,1,150,3,6.48,7.56,0.77,0.11,0,Hostel,0,0.8,6.96,1.14,1.98
7.75,1.64,2.47,3.04,7.18,2.36,2.88,77.05,2,0,49,3,7.51,7.54,0.57,0.45,1,Hostel,0,0.8,6.34,2.56,3.13
6.01,0.0,3.47,0.89,5.0,2.17,1.61,90.67,2,0,128,1,7.87,7.21,0.71,0.31,1,Hostel,0,0.8,7.08,2.35,3.71
8.96,0.0,1.36,0.0,6.39,2.65,2.18,64.15,1,2,96,0,5.64,8.0,0.72,0.45,1,Hostel,0,0.8,5.26,2.78,2.76
7.77,2.19,2.5,3.08,8.28,3.59,3.11,70.35,3,1,131,1,7.44,7.41,0.12,0.63,0,Home,0,1.0,7.2,2.49,3.23
7.95,0.0,0.59,4.33,7.28,2.33,0.73,71.06,2,0,136,4,7.37,7.14,0.42,0.55,0,Home,0,1.0,4.42,2.29,2.24
6.38,3.72,1.86,0.8,7.82,3.16,2.56,48.07,1,1,204,4,7.38,5.36,0.79,0.75,1,Home,0,1.0,5.15,2.87,2.7
5.33,3.16,0.0,2.17,5.98,2.08,2.94,83.48,2,0,95,4,8.62,6.21,0.44,0.54,1,Hostel,0,0.8,5.84,3.2,2.3
8.98,0.0,0.31,3.28,6.75,2.81,0.41,86.21,1,2,132,2,8.15,4.07,0.54,0.38,0,Home,0,1.0,4.52,2.22,2.78
7.99,2.74,1.51,2.02,7.85,3.58,3.06,63.66,2,0,74,4,7.48,4.99,0.77,0.36,1,Home,0,1.0,4.45,3.3,3.04
6.64,2.86,1.45,0.97,7.52,3.93,2.65,76.39,2,0,113,2,8.51,7.16,1.27,0.18,1,Hostel,0,0.8,5.14,3.31,3.03
8.67,5.5,1.16,2.01,9.72,2.88,1.73,69.42,2,1,147,4,5.14,8.0,0.78,0.66,0,Home,0,1.0,5.98,1.78,2.6
10.08,0.89,0.81,2.19,7.45,3.25,3.21,66.26,3,1,151,2,8.53,5.39,0.0,0.03,0,Hostel,0,0.8,4.77,2.73,2.31
8.48,2.19,4.22,2.07,7.46,2.19,2.81,74.11,2,0,123,3,7.25,6.81,0.0,0.54,1,Home,1,1.0,7.14,1.95,3.38
7.58,0.93,1.56,3.73,6.24,2.99,4.38,80.49,3,0,131,3,6.59,6.12,1.42,0.31,1,Home,0,1.0,7.32,2.73,2.96
9.85,2.39,1.79,4.72,5.33,3.72,2.96,94.62,2,0,116,1,7.64,8.0,1.25,0.67,1,Hostel,0,0.8,9.54,1.0,3.59
8.17,2.13,0.0,2.42,8.42,3.45,3.95,81.57,1,0,109,5,8.93,4.45,0.0,0.0,0,Home,0,1.0,1.2,4.92,2.69
7.93,2.38,0.93,0.72,7.36,2.52,1.38,64.34,3,0,145,5,10.0,5.85,0.28,0.5,0,Home,0,1.0,4.52,2.32,2.06
7.56,1.2,2.37,3.74,6.27,3.61,0.91,81.26,3,2,131,4,6.35,6.41,1.67,0.56,1,Home,1,1.0,10.0,1.0,3.7
4.54,0.0,2.51,1.65,8.89,3.19,4.14,66.72,2,0,121,2,5.93,5.43,1.05,0.71,0,Hostel,0,0.8,2.65,5.0,3.31
9.5,2.49,0.99,0.0,7.71,3.48,3.31,60.24,2,1,107,5,5.76,7.0,0.24,0.32,0,Hostel,0,0.8,4.39,2.7,2.72
5.33,1.29,0.87,3.16,6.41,3.76,2.43,81.91,1,0,120,4,8.17,7.66,1.44,0.64,0,Hostel,0,0.8,5.56,3.07,3.0
5.06,3.77,0.31,0.98,5.51,4.35,1.17,62.23,1,1,117,4,9.42,6.63,0.49,0.32,1,Hostel,0,0.8,6.59,2.1,2.89
5.08,2.09,1.59,1.39,8.43,1.01,0.21,91.91,1,0,55,2,7.85,3.87,0.89,0.59,0,Hostel,0,0.8,2.22,4.21,2.84
6.45,3.4,1.07,1.98,6.04,1.49,2.59,74.95,2,0,94,3,6.52,7.57,1.19,0.49,1,Home,1,1.0,7.85,2.12,1.88
5.58,1.4,2.35,1.83,7.21,2.59,4.45,75.28,1,1,124,3,7.34,4.44,0.74,0.67,1,Hostel,0,0.8,4.9,4.23,3.37
6.39,2.47,1.91,2.02,5.78,3.74,1.82,64.0,1,2,156,3,6.54,5.66,0.67,0.28,1,Home,0,1.0,7.96,1.61,3.35
7.86,2.57,0.0,4.94,7.55,1.71,3.29,77.34,2,0,150,3,8.91,5.66,0.84,0.53,1,PG,1,0.6,5.85,2.6,1.71
9.71,3.82,2.55,1.21,6.63,2.86,3.05,87.53,1,3,97,4,6.24,3.45,1.49,0.37,1,PG,0,0.6,8.74,1.0,3.21
7.94,4.7,2.5,0.74,6.13,4.32,2.64,68.88,3,0,99,4,8.45,5.52,0.38,0.18,0,Home,0,1.0,8.12,1.46,3.72
8.67,1.27,1.81,3.5,8.58,1.43,1.76,89.56,2,1,87,4,7.04,2.0,1.72,0.36,0,PG,0,0.6,4.36,2.47,2.59
3.64,1.88,1.4,0.36,7.2,4.7,1.59,78.59,1,1,96,4,8.56,6.72,0.76,0.47,0,Hostel,0,0.8,4.43,3.7,3.62
4.43,1.49,1.82,1.11,7.14,3.8,2.28,75.44,2,0,44,4,7.08,5.97,0.88,0.48,1,Hostel,0,0.8,4.56,3.81,3.46
3.68,1.14,1.32,1.22,5.45,3.76,2.79,88.41,2,1,91,3,9.21,4.78,0.73,0.12,1,Home,0,1.0,6.2,3.68,3.66
6.23,0.0,3.97,0.0,7.92,1.59,3.1,77.0,3,0,30,3,7.23,5.74,0.72,0.28,0,Hostel,0,0.8,4.42,3.93,3.73
5.01,3.65,0.0,0.51,6.17,1.5,2.78,83.23,2,2,66,5,5.35,2.52,1.14,0.59,1,Hostel,0,0.8,6.38,2.88,1.89
7.81,2.7,2.44,2.67,8.27,2.39,2.64,75.17,2,0,167,2,9.35,4.07,0.24,0.43,0,Hostel,0,0.8,4.46,3.21,2.89
6.83,3.13,2.78,0.92,7.41,3.29,2.05,88.85,1,0,131,2,6.13,3.13,1.84,0.3,0,Home,1,1.0,5.13,3.15,3.84
4.54,2.42,0.57,1.55,6.85,2.52,2.44,82.88,1,0,148,4,6.98,4.22,1.27,0.42,1,Home,0,1.0,3.61,4.21,2.74
7.08,2.73,2.37,1.99,7.32,3.27,2.74,77.18,2,0,73,2,9.08,5.4,0.95,0.22,0,Hostel,0,0.8,5.72,3.06,3.59
6.89,1.34,1.3,3.53,7.07,2.47,1.92,76.68,2,0,134,4,10.0,6.0,1.13,0.51,1,Home,0,1.0,5.52,2.56,2.76
7.84,1.75,3.14,2.81,7.21,0.97,2.81,83.66,3,0,113,2,6.7,7.38,0.26,0.33,1,Hostel,1,0.8,7.78,1.91,2.91
3.0,1.05,1.81,0.14,7.06,3.37,1.78,66.17,2,2,155,4,8.75,7.87,1.09,0.34,0,Home,0,1.0,6.51,2.95,3.24
6.8,2.8,2.41,1.58,7.39,3.86,1.61,74.44,2,0,122,4,8.17,6.47,1.07,0.24,1,Home,0,1.0,5.91,2.3,3.81
4.78,1.38,1.11,2.29,7.45,3.14,3.06,71.78,2,0,118,3,6.64,7.57,0.47,0.5,1,Home,0,1.0,4.56,4.14,2.94
8.79,2.57,2.34,0.54,7.08,0.62,3.0,91.8,1,0,148,4,5.99,6.11,0.76,0.38,1,Home,0,1.0,4.5,3.0,2.51
4.07,1.53,1.75,0.79,6.31,3.38,1.26,81.13,1,2,56,3,7.81,5.55,0.62,0.0,1,Home,0,1.0,6.0,3.11,3.46
8.44,3.28,0.0,1.93,7.2,4.8,1.87,90.68,2,0,121,2,8.54,4.36,0.75,0.55,1,PG,0,0.6,4.18,2.89,3.57
5.88,2.77,1.09,1.22,6.7,4.54,2.12,61.7,1,0,120,4,8.2,7.79,1.35,0.2,0,Hostel,0,0.8,5.21,2.89,3.29
5.74,0.67,2.27,2.8,5.36,3.59,2.6,67.54,2,0,144,5,5.29,3.51,0.0,0.38,0,Home,0,1.0,5.79,2.8,3.32
8.74,2.4,2.44,2.9,8.08,2.92,1.51,71.44,1,0,137,2,9.46,7.91,0.13,0.35,0,Home,0,1.0,4.86,2.51,3.2
5.27,2.32,0.91,2.05,4.55,3.3,2.11,56.7,1,2,81,3,7.43,7.01,0.35,0.28,0,PG,0,0.6,8.66,1.57,2.17
10.14,3.31,1.52,1.3,7.16,3.45,3.25,78.39,2,0,64,3,6.91,5.07,1.59,0.25,0,Hostel,0,0.8,5.53,2.45,2.98
6.83,2.99,2.92,0.92,7.97,3.73,2.12,82.39,2,1,150,3,7.18,8.0,0.62,0.25,0,Home,1,1.0,7.22,2.03,4.12
6.71,2.9,1.96,1.85,7.07,1.68,2.06,65.57,2,3,108,1,7.93,7.38,0.54,0.36,1,Home,0,1.0,9.16,1.49,2.24
11.06,2.02,3.38,0.72,7.55,2.43,2.95,79.81,2,0,68,4,7.15,5.27,0.14,0.23,1,Home,0,1.0,4.71,2.44,3.51
6.04,2.42,0.79,2.83,6.62,1.89,2.67,69.34,2,1,133,2,6.43,4.8,0.55,0.26,1,Home,0,1.0,6.2,3.05,1.78
6.81,0.13,1.17,2.34,6.7,2.46,2.73,50.39,1,0,126,4,8.46,2.0,0.48,0.66,0,Hostel,0,0.8,2.21,4.2,2.14
7.97,3.34,1.9,2.72,5.27,2.7,0.49,86.41,3,0,184,2,8.48,5.94,1.15,0.47,1,Home,0,1.0,9.33,1.0,3.08
6.72,2.75,0.26,2.47,7.1,3.18,3.15,76.96,3,1,114,1,6.13,7.33,1.39,0.35,1,Hostel,0,0.8,7.38,2.63,2.62
5.83,3.15,0.4,0.79,6.18,1.24,1.03,71.89,3,0,91,5,7.57,4.26,0.69,0.34,1,Hostel,0,0.8,5.51,2.27,1.53
4.61,0.76,1.54,2.31,7.4,3.52,3.12,72.7,2,1,143,2,7.41,3.37,0.01,0.73,1,Hostel,0,0.8,4.13,4.39,3.09
4.69,0.83,1.72,1.92,4.85,4.98,3.03,67.09,3,1,151,2,8.65,6.47,0.06,0.35,0,Hostel,0,0.8,8.29,2.42,3.71
6.51,1.67,2.86,1.98,6.35,2.46,2.2,68.84,1,0,180,2,7.65,7.35,1.53,0.38,0,Hostel,0,0.8,6.53,2.37,3.17
7.57,2.25,1.99,2.61,7.27,2.71,2.44,70.95,1,0,125,3,6.14,5.22,0.76,0.12,1,Hostel,0,0.8,4.56,3.06,2.91
7.31,1.92,1.96,3.43,7.32,2.17,2.87,60.63,2,2,165,3,9.81,4.29,0.6,0.61,1,Hostel,1,0.8,7.79,1.73,2.29
8.86,2.65,2.54,3.67,6.98,3.1,2.6,92.02,1,0,168,3,7.76,4.73,1.13,0.0,0,Hostel,0,0.8,6.01,2.14,3.92
7.83,1.38,0.0,2.27,6.74,3.36,3.54,70.35,2,1,89,4,8.5,6.36,1.49,0.76,0,Hostel,0,0.8,5.71,2.84,2.5
9.53,4.16,1.3,3.79,4.68,2.52,2.14,85.92,2,0,157,3,6.36,8.0,0.7,0.34,1,Hostel,1,0.8,10.0,1.0,2.66
7.82,1.4,1.31,1.83,7.42,3.0,1.45,79.0,2,0,124,3,7.03,2.64,0.1,0.64,0,Home,0,1.0,2.88,3.51,3.19
5.82,1.93,3.22,0.67,9.32,2.48,3.5,89.08,2,0,114,3,6.85,6.19,0.0,0.22,1,Home,0,1.0,2.95,4.85,4.09
9.3,0.0,1.07,1.09,7.22,2.2,2.93,72.85,2,1,109,2,8.78,8.0,1.32,0.75,0,Home,0,1.0,4.95,2.96,2.37
4.97,0.6,0.64,2.14,6.49,2.45,1.99,66.87,1,0,92,4,6.84,5.33,1.71,0.84,0,Hostel,0,0.8,3.9,3.73,2.11
5.79,1.97,2.74,1.08,5.98,2.39,2.79,80.63,1,0,49,3,8.6,8.0,0.84,0.18,0,Home,0,1.0,6.34,3.15,3.41
4.15,0.91,0.76,2.47,8.15,2.32,3.68,78.84,2,0,102,2,5.25,5.29,0.0,0.24,1,Home,0,1.0,2.43,5.0,2.9
4.69,3.03,0.38,1.28,8.26,4.18,3.58,59.29,2,0,132,4,7.97,8.0,0.71,0.57,1,Hostel,0,0.8,3.99,4.29,2.8
4.23,2.33,1.54,0.35,7.95,4.08,2.13,78.61,1,0,100,3,7.91,3.96,0.0,0.41,1,Hostel,0,0.8,1.82,5.0,3.43
3.69,1.29,0.22,2.19,6.09,3.12,1.76,64.64,1,0,166,4,9.84,6.44,0.81,0.56,0,Home,0,1.0,4.23,3.77,2.6
10.72,2.74,0.0,2.2,6.5,3.05,2.27,61.18,2,0,98,5,6.79,6.75,0.6,0.73,1,Hostel,1,0.8,5.88,1.33,1.69
9.41,2.28,2.39,1.08,8.09,3.31,2.7,77.51,3,0,111,4,7.24,5.56,1.54,0.31,1,Hostel,0,0.8,5.41,2.22,3.64
7.02,1.64,0.08,2.24,7.93,3.17,2.89,71.25,2,0,96,2,7.32,3.83,0.92,0.0,1,Hostel,0,0.8,2.44,4.54,2.17
3.25,1.54,0.0,1.67,8.17,3.87,4.25,69.09,2,0,122,3,6.86,6.62,0.33,0.45,0,Hostel,0,0.8,2.47,5.0,2.46
3.85,1.76,2.05,0.04,7.1,4.03,2.58,59.65,2,1,75,4,4.86,4.96,1.19,0.14,1,Home,0,1.0,5.14,3.81,3.26
3.58,0.03,1.76,1.79,7.83,3.55,2.88,64.51,2,0,58,2,9.04,6.62,1.28,0.5,0,Home,0,1.0,3.69,5.0,2.94
6.5,0.0,3.18,3.32,6.39,1.28,1.65,61.38,3,1,59,2,7.39,8.0,0.44,0.66,0,Home,0,1.0,8.71,1.51,2.84
6.62,0.87,3.39,2.36,7.25,2.03,4.85,78.37,2,0,92,3,8.05,8.0,0.83,0.32,1,Home,1,1.0,6.84,3.44,3.17
6.67,0.98,1.0,2.69,9.11,2.39,2.8,63.36,2,0,82,3,6.18,4.84,1.02,0.04,0,Hostel,1,0.8,2.6,4.37,2.23
7.04,0.68,3.16,2.5,7.34,3.45,2.77,84.67,3,0,75,3,7.39,8.0,0.69,0.64,1,Hostel,0,0.8,6.86,2.44,4.06
8.53,2.67,1.53,2.02,5.75,2.0,3.29,94.82,2,0,96,1,7.79,7.6,0.59,0.11,0,Hostel,1,0.8,7.64,2.22,2.74
6.65,3.41,1.36,1.61,7.15,2.46,3.16,82.05,3,0,66,3,5.91,5.42,1.17,0.25,1,Home,0,1.0,6.33,3.06,2.67
8.65,3.86,2.02,2.77,5.46,3.74,3.96,79.76,2,0,168,4,7.11,7.38,1.04,0.57,0,Hostel,0,0.8,9.16,1.12,3.19
9.42,1.43,1.55,2.03,6.74,3.64,3.01,71.85,1,0,101,2,6.48,5.94,1.33,0.66,0,Home,1,1.0,5.16,2.88,3.29
4.33,0.79,2.42,1.12,6.23,3.31,3.19,81.51,2,0,103,2,6.73,8.0,0.7,0.52,1,Home,0,1.0,6.0,3.87,3.62
3.04,1.41,0.0,1.63,7.17,1.47,1.78,66.55,2,0,143,3,6.72,7.43,1.62,0.32,1,Home,0,1.0,4.23,4.15,1.51
4.97,1.43,2.19,1.36,6.03,3.09,1.51,66.99,3,1,158,3,7.76,4.54,0.67,0.46,1,Home,0,1.0,7.26,2.16,3.28
7.34,3.74,0.01,1.78,8.14,3.06,4.14,81.76,2,0,114,2,8.68,3.19,0.76,0.66,1,Hostel,0,0.8,3.13,4.65,2.81
3.95,1.54,0.32,2.09,6.0,3.13,2.61,66.13,2,2,105,2,8.72,6.41,0.93,0.48,1,Hostel,0,0.8,7.32,2.96,2.16
4.29,1.83,0.22,1.91,6.7,1.78,2.36,70.04,2,0,157,3,9.44,8.0,2.05,0.52,0,Hostel,1,0.8,6.19,3.04,1.85
6.08,2.25,1.31,2.51,7.91,3.81,2.3,73.19,2,0,78,3,8.17,4.76,1.22,0.36,1,Hostel,0,0.8,4.36,3.57,3.18
6.67,0.02,2.11,0.0,9.17,2.99,0.67,81.19,1,2,84,2,8.6,4.64,0.99,0.46,0,Home,0,1.0,2.15,4.05,3.73
8.58,1.26,1.88,2.76,5.39,0.5,2.55,70.79,2,0,76,3,6.9,3.85,0.81,0.28,1,Home,1,1.0,6.79,2.06,1.85
11.62,4.57,0.0,3.11,6.93,1.85,3.6,71.13,3,0,53,2,7.77,7.45,1.41,0.19,0,Home,1,1.0,8.27,1.26,1.62
4.8,1.39,1.46,1.95,6.08,2.38,2.32,83.86,1,1,151,4,7.98,7.11,1.18,0.48,0,Hostel,0,0.8,6.42,2.71,2.65
6.56,4.49,0.0,1.08,6.81,3.1,0.7,61.51,3,1,99,4,9.49,3.36,0.88,0.69,1,Hostel,0,0.8,6.48,1.62,1.94
7.85,0.0,0.0,0.57,6.91,2.93,3.13,58.4,3,2,147,2,7.96,6.97,0.86,0.5,0,Home,0,1.0,5.45,3.05,2.14
4.64,1.69,2.01,0.0,6.33,3.09,3.65,62.13,2,0,136,3,7.88,7.25,0.79,0.32,0,Hostel,0,0.8,5.36,3.86,2.71
3.52,0.68,1.51,1.33,6.95,4.45,2.92,88.53,1,0,165,2,7.31,4.77,0.92,0.48,1,PG,1,0.6,3.51,4.75,3.76
7.39,0.07,0.17,1.25,7.33,3.27,3.95,61.11,2,0,127,5,8.34,6.62,1.13,0.0,1,Hostel,1,0.8,3.11,4.02,2.11
3.23,1.94,0.02,1.27,7.0,2.69,1.86,73.75,3,0,198,4,6.67,3.69,0.64,0.41,1,Home,1,1.0,4.27,3.88,2.44
7.65,1.47,3.88,2.3,7.77,2.43,2.02,66.53,2,1,81,4,7.34,6.84,0.0,0.36,1,PG,0,0.6,6.73,1.7,3.61
6.8,2.8,1.51,2.5,8.38,2.54,4.79,75.61,2,0,62,3,7.75,6.85,1.58,0.3,0,Hostel,1,0.8,5.63,3.85,2.46
7.23,3.1,1.48,2.64,6.12,2.09,1.66,76.3,2,1,90,2,6.22,6.89,0.31,0.2,1,Home,0,1.0,7.99,1.65,2.59
5.88,2.1,3.78,0.0,8.91,2.69,2.17,86.99,2,0,130,2,6.48,7.03,0.58,0.48,1,PG,0,0.6,4.14,3.64,4.25
6.33,4.86,0.0,1.47,7.43,3.06,2.42,86.28,3,1,63,4,8.73,7.16,1.99,0.74,0,Hostel,0,0.8,7.99,1.85,2.25
7.83,2.45,0.94,1.11,8.51,4.04,2.31,78.71,2,1,79,3,10.0,8.0,0.18,0.2,0,PG,0,0.6,4.32,3.05,3.29
7.93,2.18,2.98,2.68,6.39,3.37,3.32,75.92,2,1,170,4,7.42,2.0,0.93,0.41,0,Home,0,1.0,7.13,2.06,3.33
6.94,5.14,0.43,1.38,6.81,2.99,3.75,80.51,3,0,126,4,8.28,5.09,0.99,0.12,0,Hostel,0,0.8,6.72,2.65,2.74
8.23,2.51,2.46,3.27,7.65,4.88,3.24,76.86,3,1,128,2,9.49,7.71,1.64,0.44,1,PG,0,0.6,8.88,1.32,3.85
8.24,1.73,3.2,2.34,7.47,3.99,2.68,72.45,3,1,36,2,6.08,3.71,1.36,0.36,0,Home,1,1.0,7.79,1.99,3.76
3.65,1.36,0.78,1.51,7.47,3.19,3.26,72.09,3,3,169,3,7.24,5.52,0.26,0.16,0,Home,0,1.0,6.87,3.36,2.62
9.35,0.93,3.63,0.0,7.16,3.72,2.04,76.83,1,0,135,2,9.21,5.96,0.96,0.61,0,Home,0,1.0,4.19,2.89,4.44
7.64,3.74,1.78,2.12,5.72,4.77,0.73,72.02,1,1,108,4,7.87,6.75,0.68,0.41,0,Hostel,0,0.8,8.12,1.0,3.34
5.89,3.8,1.9,0.19,8.19,2.85,0.83,93.75,2,1,57,3,7.19,5.68,1.48,0.2,1,Home,0,1.0,5.62,2.69,3.32
8.43,0.83,3.19,0.08,6.99,3.13,2.56,82.48,1,0,129,3,7.3,7.5,0.53,0.51,1,Home,0,1.0,4.26,3.18,4.13
7.29,2.6,3.55,1.14,6.91,1.59,0.86,67.26,2,1,115,2,5.68,3.77,1.29,0.72,1,Hostel,0,0.8,7.3,1.42,3.04
7.35,0.59,2.24,0.73,7.89,3.66,3.58,89.46,2,2,70,1,7.91,4.84,0.93,0.49,0,Home,0,1.0,5.06,3.94,3.63
8.23,2.75,1.14,2.07,6.76,2.23,1.19,80.94,3,0,121,3,5.87,4.73,0.57,0.56,1,Hostel,0,0.8,5.99,1.79,2.43
5.7,1.35,0.9,3.24,8.13,2.94,1.47,68.43,2,0,99,4,8.87,6.7,0.0,0.54,1,Home,0,1.0,3.7,3.54,2.81
10.0,1.75,1.77,1.46,7.74,2.26,3.82,65.42,1,0,163,2,6.57,6.48,0.26,0.19,0,Hostel,1,0.8,3.71,3.44,2.51
7.8,2.31,1.95,2.71,6.1,3.39,1.68,80.07,2,0,144,3,7.49,2.98,0.87,0.12,0,Hostel,1,0.8,6.47,1.83,3.44
7.39,3.4,3.98,0.0,6.49,3.12,3.43,92.6,2,0,181,3,7.29,8.0,0.8,0.06,0,Hostel,1,0.8,8.26,1.8,3.94
5.41,2.67,1.42,1.33,7.13,3.74,3.2,71.47,1,1,122,1,8.0,6.22,1.03,0.19,0,Home,1,1.0,5.86,3.74,3.06
7.29,0.0,0.0,0.55,7.2,2.93,2.12,75.94,1,0,159,2,6.45,8.0,0.75,0.73,1,Hostel,0,0.8,1.87,4.31,2.27
6.78,0.99,1.74,2.79,6.95,2.69,4.3,55.96,1,0,149,3,8.4,7.66,0.16,0.2,1,Hostel,0,0.8,4.5,3.93,2.85
3.0,0.78,0.96,1.26,7.42,3.18,4.09,88.65,2,1,94,4,7.68,3.28,0.27,0.62,0,Home,1,1.0,3.75,5.0,3.23
6.8,1.61,0.0,5.19,7.26,3.71,4.9,72.63,1,1,153,2,7.27,3.11,1.22,0.81,0,Hostel,0,0.8,4.89,4.19,2.54
4.12,1.63,2.34,0.16,7.07,2.5,3.66,75.0,2,0,110,2,6.44,4.35,0.78,0.58,0,PG,0,0.6,4.09,4.7,3.38
9.68,2.25,0.62,1.21,6.72,3.95,1.38,64.96,2,2,148,4,8.13,3.18,1.83,0.21,0,Hostel,0,0.8,6.21,1.15,2.44
10.69,2.81,1.5,0.96,6.9,5.33,0.7,80.0,2,0,102,2,9.2,6.75,0.38,0.53,0,PG,0,0.6,5.29,1.36,3.63
7.77,1.07,0.86,2.94,6.64,2.63,2.94,80.74,1,0,105,1,7.1,4.16,0.42,0.52,0,Hostel,0,0.8,3.49,4.06,2.74
7.99,3.79,1.55,1.2,4.9,4.93,2.1,82.09,1,0,207,2,8.87,8.0,1.62,0.43,0,Hostel,0,0.8,8.2,1.21,3.98
4.02,1.86,1.17,0.99,7.88,1.98,1.94,84.72,1,1,98,3,6.54,8.0,0.88,0.59,1,PG,1,0.6,4.87,3.59,2.7
10.7,3.25,1.56,3.68,7.3,2.33,2.49,70.3,2,0,95,1,7.1,2.63,0.43,0.34,1,Home,0,1.0,5.28,2.45,2.26
6.84,2.26,0.77,0.0,8.1,1.32,2.3,60.56,3,0,72,3,7.79,4.88,1.51,0.45,0,Home,1,1.0,4.05,3.61,1.6
7.6,2.24,3.29,2.08,5.9,3.01,3.91,80.55,2,1,45,4,8.18,8.0,0.96,0.46,0,Home,0,1.0,9.39,1.63,3.74
8.13,3.45,4.05,0.0,5.87,3.26,2.01,68.73,3,2,92,2,6.77,2.86,0.61,0.55,0,Home,1,1.0,10.0,1.0,3.95
8.22,0.43,3.78,2.93,7.87,0.67,3.35,72.6,3,1,134,3,8.32,6.81,1.66,0.4,1,Home,0,1.0,7.89,1.87,3.06
6.9,1.57,4.44,0.88,7.43,3.88,3.5,75.71,2,0,108,3,7.83,4.14,0.81,0.51,1,Home,0,1.0,5.46,3.42,4.63
6.76,0.0,3.06,1.29,6.87,3.15,3.27,85.1,2,0,30,4,8.34,4.63,0.5,0.17,0,Hostel,0,0.8,4.2,3.85,3.64
8.92,3.5,1.19,0.91,6.29,2.84,1.43,73.83,2,0,152,3,8.29,5.07,1.02,0.37,1,Home,1,1.0,6.34,1.59,2.37
9.07,4.3,1.78,2.99,5.78,4.03,0.55,62.44,2,0,45,5,8.48,6.02,1.34,0.04,0,Home,0,1.0,8.63,1.0,2.81
3.04,1.25,0.71,1.08,7.76,1.4,3.38,48.7,1,0,73,6,8.94,6.5,0.19,1.0,0,Hostel,0,0.8,2.17,5.0,1.85
6.51,1.19,1.4,3.91,7.59,2.78,1.1,83.52,2,0,115,3,5.51,7.96,0.83,0.67,1,Home,0,1.0,5.66,2.48,3.23
9.1,2.9,3.38,2.83,7.77,3.54,2.72,77.12,2,2,131,3,5.43,6.77,0.74,0.64,0,Hostel,1,0.8,9.44,1.0,3.48
7.57,2.21,2.89,2.47,6.02,2.97,3.41,77.99,3,0,152,4,6.73,6.82,1.13,0.24,1,Hostel,0,0.8,8.64,1.43,3.54
9.58,0.62,3.15,0.51,6.14,2.3,1.82,80.02,1,1,141,3,9.28,5.94,0.49,0.26,0,PG,1,0.6,6.1,1.5,3.52
